id,resourceType,title,description,startDate,endDate,lat,lon,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) Affected,Home(s) Affected,Building(s) Affected,Water vessel(s) affected,Government assistance,region
188,Disaster Event,Severe Storm,"On 6 December 1986 two severe storms occurred over Adelaide and region with strong winds heavy and rain. Most damage was caused by wind and there was some flooding reported. Some areas in Adelaide Hills and the Far-North of the state were flooded.  The Insurance Council of Australia estimated the 1986 damage at $10 million, with the 2011 estimated normalised cost of $50 million.",1986-12-06,08/12/1986,-34.92745972,138.5999908,0,50,0,0,10000000,0,0,0,0,0,South Australia
190,Disaster Event,Transport,"On 10 July 1978, the Partenavia P68B aircraft with a crew of two and one passenger aboard, took off from Runway 26 at Essendon Airport, Victoria, and climbed to a height of 200 to 250 feet. One engine failed and the aircraft descended and crashed into houses 286 m beyond the western end of the runway. One house was destroyed by explosion and ensuing fire and two other houses were damaged. Six persons on the ground were killed, and one person received minor injuries. The aircraft was destroyed and the three occupants were seriously injured.",1978-07-10,10/07/1978,-37.71876144,144.897049,0,0,4,6,0,0,0,0,0,0,Victoria
191,Disaster Event,Severe Storm,"On 9 November 1976, a severe hailstorm spread across the Sydney metropolitan area, focusing on the western suburbs. Wind gusts reached 96 km per hour and large hailstones ranging between one and 4.4 cm in diameter were recorded. The storm caused extensive damage to homes and vehicles and ten people sustained injuries.  The Insurance Council of Australia estimated the 1976 damage at $40 million, with the 2011 estimated normalised cost of $650 million.",1976-11-09,09/11/1976,-33.85551834,150.862793,0,0,10,0,732000000,0,0,0,0,0,New South Wales
192,Disaster Event,Hail,"In the afternoon of 11 December 1996, Singleton in the upper Hunter Valley experienced a severe storm. Hailstones as large as 7 cm penetrated roofs and smashed windows for a period up to fifteen minutes exposing houses to flooding from subsequent large downpours of rain. The storm damaged 700 houses in Singleton and surrounding areas. Approximately 2000 vehicles were seriously damaged and more than 50 cars written off completely.  Damage also occurred to crops; grape, barley, lucerne and other market garden enterprises.  The Insurance Council of Australia estimated the 1996 damage at $49 million, with the 2011 estimated normalised cost of $149 million.",1996-12-11,11/12/1996,-32.56196976,151.1753235,0,0,0,0,49000000,0,0,0,0,0,New South Wales
195,Disaster Event,Bushfire,"On 16 October 1991, a number of fires erupted on the coast of New South Wales many of which were believed to be deliberately lit. Major towns affected included Kenthurst, Hunter, Shoalhaven, Baulkham Hills, Gosford, Wyong Shire, Lake Macquarie and Cooma. Approximately 2500 firefighters were activated to control around thirty separate incidents across the state. A total of fourteen homes were completely destroyed and two people died via the fires at Kenthurst.",1991-10-16,31/01/1992,-33.65120697,151.0015869,0,0,0,2,12000000,0,0,0,0,0,New South Wales
196,Disaster Event,Bushfire,"On 14 January 1985 a significant number of bushfires started in Victoria predominantly from lightning strikes. A major fire in Central Victoria burnt 50,800 hectares of land, including 17,600 hectares of Crown Land. Three people died and over 180 houses, 500 farms and 46,000 livestock were destroyed as a result of the fire. Areas affected including Avoca, Maryborough, and Little River. A large number of fires also started in the Victorian alpine areas, the largest at Mt Buffalo burning 51,400 hectares. Overall, 111 fires started on public land on and it took two weeks to bring the fires under control.",1985-01-14,28/01/1985,-37.04653931,143.736969,0,600,0,3,0,0,0,0,0,0,Victoria
200,Disaster Event,Criminal Act,"On 8 December 1987 at approximately 4.00 pm, a gunman entered the Australia Post building on Queen Street Melbourne with a sawn-off M1 carbine. The massacre ended on the 11th floor, when the gun was wrestled from the offender by an office worker.  The gunman then took his own life by breaking a window and jumping to his death.  The attack resulted in nine fatalities, and five injuries.",1987-12-08,08/12/1987,-37.8139801,144.9599915,0,0,5,9,0,0,0,0,0,0,Victoria
201,Disaster Event,Flood,"During the period between 17-18 August, a low pressure trough moved along the central and southern New South Wales coast causing heavy rainfall. On 17 August between the hours 6:00 pm to 9:00 pm, a thunderstorm remained over the Wollongong area dumping heavy falls. Due to the flash flooding, many areas were isolated until 9:00 pm.  As a result, major roads and train lines to Wollongong were disrupted and mudslides were reported on some roads, including Bulli Pass. Fifty homes were flooded in north Wollongong, and it was reported homes along the coast were dislodged from their foundations. One person drowned in attempting to cross a flooded creek at Bellambi.  Damage recorded in Sydney suburbs included; erosion of beach side suburbs, 14 metropolitan roads blocked, power loss to thousands of homes, reports of winds reaching up to 92 km per hour which brought down trees and power lines.  Due to the impact of the flood, the State Emergency Services (SES) obtained access to the Natural Disaster Relief Arrangements (NDRA) funding which assisted in the response efforts. During the cleanup operation up to 450 personnel assisted and 41 SES volunteer units sent teams into Wollongong.  Rainfall recorded for 24 hours to 9:00am on 18 August were:  Mt Ousley: 445 mm  Bulli Pass: 410 mm  Keiraville: 337 mm  Figtree: 313 mm  Wollongong: 316 mm  The Insurance Council of Australia estimated the 1998 damage at $40 million, with the 2011 estimated normalised cost of $97 million.",1998-08-17,19/08/1998,-34.42443466,150.8930969,0,0,0,1,40000000,0,0,0,0,0,New South Wales
202,Disaster Event,Complex Emergencies,"The Lake Illawarra was a steel single screw steam turbine motor vessel, bulk carrier. The Lake Illawarra sank after running into and demolishing part of the Tasman Bridge that crossed the Derwent River at Hobart, 5 January 1975. The vessel was en route from Port Pirie in South Australia with a cargo of zinc. When approaching the bridge, the captain reduced speed, but was finding it difficult to align the ship to the central navigation span of the bridge. Despite several attempts to change the course, the ship was difficult to manage in part due to the lack of speed. The master finally called out full speed astern in a last attempt to change the course of the ship when the ship veered into the pile capping of Pier 18 and then Pier 19 bringing the three unsupported spans of the bridge crashing into vessels' hull. The ship sank within minutes in deep water.  Seven crew members on the ship died and four cars ran over the gap into the Derwent River, five occupants died while others managed to escape from the two vehicles which teetered on the edge of the gap. The collapse effectively divided Hobart in two. Police and emergency services were called into action and within an hour a ferry was traversing the river. The next day there were three private ferries and one government run ferry in operation. Eastern shore residents were severely hindered by the collapse as most hospitals, schools, businesses and government offices were located on the west shore.  A temporary bridge (the Bailey bridge) with one lane in each direction was built and opened to traffic on 16 December 1975. The federal government provided funding to rebuild the Tasman bridge at a cost of $44 million and it re-opened 8 October 1977.",1975-01-05,05/01/1975,-42.94033813,147.3829651,0,0,0,12,0,0,0,0,1,0,Tasmania
208,Disaster Event,Transport,On 7 August 1998 three people died and 19 were injured when a tour bus travelling from Melbourne to Canberra collided with a semi trailer on the Hume Highway resulting in the bus rolling onto its side. All injured passengers were taken to Yass Hospital for treatment.,1998-08-07,07/08/1998,-34.83846283,148.9116058,0,0,19,3,0,0,0,0,0,0,New South Wales
210,Disaster Event,Bushfire,"On 2 December 1998, a fire six km north of Linton and 30 km west of Ballarat in Western Victoria, burnt 660 hectares of public and private land. In the evening two CFA fire trucks became surrounded by fire. The crew managed to save themselves in one of the trucks however the other was destroyed by fire and the crew of five volunteer firefighters died.  A Coronial Inquest was undertaken and after a lengthy review process a report was produced on 11 January 2002 detailing 55 recommendations.",1998-12-02,02/12/1998,-37.68438339,143.5633545,0,0,0,5,0,0,0,0,0,0,Victoria
211,Disaster Event,Transport,"The Cessna 210M was en route from Koolan Island to Derby on 23 December 1984 with five passengers and the pilot on board. The aircraft became airborne approximately 54 m before the end of the runway. It was seen to descend into a small ravine off the end of the runway, then climb steeply and strike power lines before impacting the ground in a near vertical nose down attitude. All on board died.",1984-12-23,23/12/1984,-16.12482,123.782787,0,0,0,6,0,0,0,0,0,0,Western Australia
212,Disaster Event,Flood,"On 24 January 1974, torrential rain and record breaking floods were a direct result of Tropical Cyclone Wanda, which crossed north of Brisbane.  Record flooding occurred in the Bulloo, Paroo, middle and lower reaches of the Flinders, Norman, Gilbert, Cooper, Diamantina, Georgina and Eyre rivers and creeks as well as Nerang, Brisbane City metropolitan, upper Brisbane, Bremer, Warrill and Logan rivers. By 29 January the Brisbane area had recorded 900 mm of rain. Brisbane also received 314 mm of rain in a 24 hour period surpassing the previous record established in 1931.  Six thousand houses were inundated by flood waters, where 56 were either completely destroyed or deemed uninhabitable. There was widespread damage to infrastructure including roads, railways and bridges as well as power lines, resulted in serious power failures throughout the affected regions. Business and industries sustained millions of dollars in losses due to the heavy deluge.  The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normalised cost of $2645 million.",1974-01-25,29/01/1974,-27.4712677,153.0091705,2500,0,300,13,68000000,0,0,0,0,0,Queensland
213,Disaster Event,Hail,"At approximately 7.45 pm on 14 April 1999, a torrential hailstorm hit Sydney's inner and eastern suburbs, damaging thousands of homes and cars. Hailstones the size of cricket balls hit the city at more than 200 km per hour. The storm hit 85 suburbs, causing damage to 20,000 houses including windows, roofs and skylights. Seventy thousand cars sustained windscreen and panel damage. The worst affected areas included the south-east suburbs of Kensington, Kingsford, Botany, Mascot, Randwick and Paddington. One person died as a result of the storm.  The Insurance Council of Australia estimated the 1999 damage at $1700 million, with the 2011 estimated normalised cost of $4296 million.",1999-04-14,14/04/1999,-33.9096756,151.2230225,0,500,50,1,1700000000,0,0,2500,60,0,New South Wales
215,Disaster Event,Complex Emergencies,"On 22 October 1985, a toxic gas leak occurred onboard the HMAS Stalwart north of Darwin. Three crew members died as a result of the gases. Sixty people were injured by the fumes and required medical treatment.",1985-10-22,22/10/1985,-12.4713583,130.8701324,0,0,60,3,0,0,0,0,0,0,Outside Australia
219,Disaster Event,Hail,"On 3 October 1986 a severe hailstorm spread over Western Sydney. Hail stones of up to 6 cm caused damage to hundreds of homes and ten people sustained injury.  The Insurance Council of Australia estimated the 1999 damage at $104 million, with the 2011 estimated normalised cost of $638 million.",1986-10-03,03/10/1986,-33.81459808,151.0031281,0,120,10,0,104000000,0,0,0,0,0,New South Wales
222,Disaster Event,Cyclone,Tropical Cyclone Emily formed off the southern and central coasts of Queensland resulting in eight deaths (in three separate incidents).  Other damage recorded included flooding at Kingaroy and Brisbane.,1972-03-27,02/04/1972,-23.41284752,150.8175659,0,0,0,8,0,0,0,0,0,0,Queensland
223,Disaster Event,Transport,"On 21 June 1987, a Cessna 402 aircraft transporting a critically injured patient crashed shortly after takeoff. The investigation revealed that the aircraft had collided with a tree 800 m beyond the aerodrome boundary, while tracking about 10 degrees to the right of the extended centreline of the runway. It had continued on the same heading until striking the ground 177 m beyond the initial impact point.  The wreckage was almost totally consumed by fire. Four people lost their lives and one survived with injuries.",1987-06-21,21/06/1987,-24.86404991,152.3483582,0,0,1,4,0,0,0,0,0,0,Queensland
224,Disaster Event,Bushfire,"During the period between September and November 1994, fires burnt through rural and urban property on the Sunshine Coast, Caboolture, Pine Rivers, Brisbane and other local Government areas.  A total of 682 major fires occurred across the state. Major outbreaks occurred on 27 - 29 September and again on 4 - 7 November. Twenty three houses were destroyed, as well as farm buildings, fences and livestock. Three thousand people were evacuated from their homes. Beerburrum State Forest sustained plantation timber losses of approximately 5000 hectares. Nine volunteer fire fighters were injured, with seven sustaining extensive burns.  The Insurance Council of Australia estimated the 1994 damage at $59.1 million, with the 2011 estimated normalised&nbsp;cost of $215 million.",1994-09-27,07/11/1994,-27.08205414,152.9538879,3000,0,9,0,59100000,0,0,0,0,0,Queensland
228,Disaster Event,Industrial,"On 16 July 1986 at approximately 11:05 am, an explosion occurred at the No 4 Moura mine in central Queensland. The 12 miners had been extracting pillars in the main dips section and were subsequently killed as a result of the explosion. In accordance with section 74 of the Coal Mining Act (1925) an inquiry was held to investigate the incident with emphasis on determining the reasons for the incident. The report stipulated that the explosion was a result of numerous issues forming a dangerous working environment, which in turn led to the ignition of the safety lamp and the subsequent explosion.",1986-07-16,16/07/1986,-24.55961037,149.9702454,0,0,0,12,0,0,0,0,0,0,Queensland
230,Disaster Event,Urban Fire,"On 9 June 1979 at approximately 10.45 pm, six children and one adult were killed when a ghost train amusement ride at Sydney's Luna Park caught on fire.  A coronial inquest was unable to identify the cause of the fire however, it did find that inadequate firefighting measures and low staffing were contributory to the deaths.  The case was reopened in 1987 but no new findings were made.",1979-06-09,09/06/1979,-33.87269592,151.2069855,0,0,0,7,0,0,2,0,0,0,New South Wales
231,Disaster Event,Industrial,"On 5 September 1974 an explosion occurred in the boiler room of the Mount St Canice laundry adjacent to the convent of The Good Shepherd, St Canice Avenue, Sandy Bay, Hobart. The new boiler was being installed when it exploded under test. A second boiler was operating at the time and was destroyed by the explosion. The building was extensively damaged. Seven people were killed and one died later in hospital. Seventeen people were injured, several seriously.",1974-09-05,05/09/1974,-42.89118576,147.326828,0,0,17,8,0,0,0,1,0,0,Tasmania
232,Disaster Event,Industrial,"On 6 August 1996, up to 150 people were sent crashing to the ground after seating scaffolding collapsed during a circus performance in Cleve, Eyre Peninsula in South Australia. Approximately 50 people were injured with many requiring hospitalisation.",1996-08-06,06/08/1996,-33.70070648,136.4931488,0,0,50,0,0,0,8,0,0,0,South Australia
236,Disaster Event,Industrial,A rock fall in the Blackmans Flat mine killed three miners.,1972-01-01,01/01/1972,-33.34960175,150.0548706,0,0,0,3,0,0,0,0,0,0,New South Wales
237,Disaster Event,Cyclone,"Cyclone Bobby travelled south along the west coast of Australia and passed near Onslow. It caused considerable damage to homes and buildings bringing heavy rains which flooded roads, damaged bridges, and caused damage to crops. The mining industry was severely affected.  The cyclone moved slowly and erratically along the Pilbara coast crossing just to the east of Onslow. The highest recorded wind gust was 183 km per hour at Onslow. A gust of 166 km per hour was recorded on Varanus Island off the Western Australian coast. Very heavy rainfall accompanied Bobby, with more than 400 mm of rain falling in the Onslow area.  Very minor property damage was reported from the Karratha area. Approximately 20 houses at Onslow sustained superficial roofing damage. Pastoral stations along the track between Onslow and Gascoyne Junction reported property damage.  Seven lives were lost when two fishing trawlers sunk off the coast from Onslow, and a motorist&nbsp;drowned while attempting to cross a flooded creek at Canarvon.  The Insurance Council of Australia estimated the 1995 damage at $11 million, with the 2012 estimated normalised cost of $48 million.",1995-02-24,27/02/1995,-21.63766289,115.1149368,0,0,0,8,11000000,0,0,0,0,0,Western Australia
238,Disaster Event,Complex Emergencies,"A 'super cell' storm whipped up massive seas in Bass Strait shortly after the deepwater ocean race began, which caused the drownings of six sailors (from New South Wales, Tasmania and Britain) when the storm cut through the fleet competing in the annual Sydney-to-Hobart Yacht Race. Seven yachts were abandoned at sea and lost, while 30 civil and military aircraft joined in the rescue operation of 55 sailors from 12 stricken yachts. The total cost, including damaged and sunken boats plus the rescue bill was estimated at $30 million. Only 44 out of 115 yachts finished the race, with many having to retire from the race and seek refuge at Eden on the southern New South Wales coast.",1998-12-26,30/12/1998,-39.32579803,145.8325195,0,0,70,6,5000000,0,0,0,87,0,Victoria
245,Disaster Event,Bushfire,"From 24 December 2001, more than 100 fires burned through parts of New South Wales and the Australian Capital Territory. The first fires to break out were in the Cessnock, Blue Mountains, Hawkesbury and Penrith areas. The fires lasted for approximately 23 days and required over 20,000 regular and volunteer firefighters as well as 85 aircraft. The worst fires were in the Huskisson / Sussex Inlet area near Jervis Bay in the Illawarra and the Deua National Park west of Moruya.  The weather across all affected areas during this time included temperatures of up to 45&ordm; C, winds in excess of 90 km per hour, relative humidity as low as 6 per cent and Fire Danger Ratings of up to 100.  Twenty-six bushfire emergency declarations were made, incorporating the 48 local government areas of Blue Mountains / Lithgow / Rylstone, Cessnock / Wyong, Hawkesbury, Kempsey, Mudgee, Oberon / Mulwarree, Richmond Valley / Maclean, Shoalhaven / Tallaganda, Gosford, Penrith / Fairfield / Blacktown / Liverpool, Singleton / Muswellbrook, Sutherland, Wollondilly / Campbelltown / Wingecarribee, Wollongong / Kiama / Shellharbour, Baulkham Hills / Hornsby / Ku-ring-gai / Ryde / Lane Cove, Grafton / Pristine Waters / Maclean / Copmanhurst, Eurobodalla, Warringah / Pittwater, Narrabri, Kempsey, Cabonne, Coffs Harbour, Richmond Valley, Greater Taree, Kempsey and Walcha.  The fires burnt approximately 753,314 hectares, destroyed 109 houses and damaged a further 40. They also destroyed 433 outbuildings, 222 vehicles, and 7043 stock and 33 commercial and industrial buildings. Vast stretches of forests were destroyed, including more than 60 per cent of the Royal National Park, and more than 510 hectares of pine plantation valued at several million dollars in the Australian Capital Territory. The smoke and smog from the fire caused the Environmental Protection Authority to record the worst ever air pollution in Sydney on 28 December.  Although major fire activity ended on 7 January, operations continued until 11 January. More than 11,000 people were evacuated from their homes, but there were no deaths or major injuries.  An estimated 20,000 properties were saved and the cost of operations was estimated at $106 million.  The Insurance Council of Australia estimated the 2001 damage at $69 million, with the 2011 estimated normalised cost of $131 million.",2001-12-24,11/01/2002,-35.05125809,150.6684265,11000,0,0,0,69000000,0,0,443,0,0,New South Wales;Australian Capital Territory
247,Disaster Event,Earthquake,"On 6 August 1994, an earthquake measuring 5.4 on the Richter scale affected the Hunter region of New South Wales. Homes, hotels and other buildings suffered serious damage. There were also infrastructure, commercial and industrial losses.  The Insurance Council of Australia estimated the 1994 damage at $37.2 million, with the 2011 estimated normalised cost of $115 million.",1994-08-06,06/08/1994,-32.78034592,151.3469696,0,0,0,0,37200000,0,0,0,0,0,New South Wales
248,Disaster Event,Flood,"On the 8 November 1984, thunderstorms caused extremely heavy rain over a sizeable area near the centre of Sydney. Observatory Hill recorded 196 mm in three hours. Due to large expanses of urban areas being paved, much of the rainfall became flood run-off, causing damage to homes along the Harbour. Vehicles were swept off roads or buried in mud.  Thousands of homes were flooded, and hundreds of people evacuated.  The Insurance Council of Australia estimated the 1984 damage at $80 million, with the 2011 estimated normalised cost of $578 million.",1984-11-08,08/11/1984,-33.85963821,151.2046814,0,0,0,0,80000000,0,0,0,0,0,New South Wales
249,Disaster Event,Environmental,"On 19 and 23 September 1998, the central and southern wheatbelt of Western Australia experienced severe frosts, the worst in history. These events were extremely damaging as the mild winter accelerated the crop development so that crops were very susceptible to frost damage. The crop damage totalled approximately $98 million.",1998-09-19,23/09/1998,-31.47698784,118.2832718,0,0,0,0,0,0,0,0,0,0,Western Australia
254,Disaster Event,Flood,"On 26 January 1971 widespread flooding occurred in Woden Valley, south-east of Canberra, as a result of a super cell thunderstorm. Rainfall started at approximately 7.30 - 7.50 pm and up to 100 mm was recorded in one hour by private rain gauges in the suburb of Farrer and Torrens.  The rain waters filled the creek that ran beside the Woden Valley freeway, and as debris blocked the valley, the backup of water sent a flash flood onto the freeway. The 200 m wide, 1.5 m deep torrent engulfed more than a dozen cars, and caused the deaths of seven people aged between six and 20. A subsequent Coroner's Report found the deaths to be accidental drowning, and the Department of Interior found that approximately $120,000 of public/government owned property was damaged.  The Bureau of Meteorology estimated the total damage bill at $9 million.",1971-01-26,26/01/1971,-35.36168671,149.07164,0,0,15,7,0,0,1,0,0,0,Australian Capital Territory
262,Disaster Event,Flood,"On 4 August 1986, torrential rain fell within a 24 hour period with rainfall recorded at 327.6 mm.  The subsequent damage included; 10,000 homes damaged, roads flooded, bus, train and ferry services disrupted resulting in people being stranded in the city, electricity supply problems and property damage.  As the rain eased in Sydney the wind shifted more southerly early on 6 August. This caused the Blue Mountains to experience heavy rains, resulting in the largest floods on record on the Cox and Grose rivers. The rain moved south to the Illawarra and west of Wollongong, adding to the already high Georges River (recorded at 4.5 m); the Hawkesbury River peaked at 12.8 m. This resulted in flooding covering the bridge at Milperra. Six deaths were recorded.  The Insurance Council of Australia estimated the 1986 damage at $35 million, with the 2011 estimated normalised cost of $215 million.",1986-08-04,06/08/1986,-34.42443466,150.8930969,0,0,0,6,35000000,0,0,0,0,0,New South Wales
265,Disaster Event,Flood,"In December 1991, flood waters damaged homes and businesses in Ballarat due to the largest flood event recorded at the time for the Gnarr Creek system. Investment in storm water management systems occurred after this flood in an attempt to avoid a recurrence.  The Insurance Council of Australia estimated the 1991 damage at $24 million, with the 2011 estimated normalised cost of $90 million.",1991-12-16,18/12/1991,-37.56203079,143.8566589,0,220,0,0,24000000,0,0,0,0,0,Victoria
268,Disaster Event,Shipwreck,On 8 January 1990 the vessel N'Glucka was returning from recreational activities in Nelson Bay. The boat had 49 passengers on board before making a sharp left causing it to heel over right and sink. Five individuals lost their lives when the vessel capsized. A coroner's inquest was held to investigate the incident and concluded that there was enough prima facie evidence for a person to be charged with an indictable offence.,1990-01-08,08/01/1990,-32.71191025,152.1253662,0,0,0,5,0,0,0,0,1,0,New South Wales
269,Disaster Event,Flood,"The development of a low-pressure system off the New South Wales North Coast caused torrential rain on 2 March, and dissipated into Queensland. Heavy rainfalls intensified over the following days, particularly in the Coffs Harbour and Port Macquarie regions.  River systems in the region were at capacity and tidal systems in correlation with the king tides caused further complexities with rising flood water. The following river systems were affected; Richmond, Clarence, Bellinger, Nambucca, Macleay, Hastings, Manning, Paterson and Hunter. The rising water exceeded levees in Kempsey and the traffic bridge at Kempsey peaked at a height of 6.9 m. Other significant damage included; 94 businesses with an estimated direct cost of $28,000 per business, streets closed to traffic and 100 people evacuated from the Mirriwina Gardens settlement (50 km north-west of Kempsey).  The Clarence River also threatened to exceed levees causing precautionary evacuations of more than 1000 people, including 80 patients from the Grafton Hospital. The Grafton levee bank was able to hold the water within the river system, which finally peaked at 7.75 m.  The effects of the flooding were wide spread and inundations and dislocation of services affected up to 28 local government areas.The Pacific Highway, the main route in many of these regions, was cut for several days. Rail services were also reported as suspended. Furthermore, reports of damage included; Yamba becoming isolated, Gladstone and Smithtown where sewerage infrastructure failed and Ulmarra (population of 470) was ordered to evacuate. Bellingen, Thora, Kaland and Darkwood, South West Rocks, Hat Head, and Crescent Head were isolated and required food and medical drops by helicopter.  The response units included; State Emergency Services (SES) a contingent of 1300 volunteers from 83 units, Rural Fire Service (RFS), New South Wales Fire Brigade (NSWFB), Volunteer Rescue Association (VRA), Police, and Council workers. Additional supporting equipment used in the response included; ten heavy tankers, 12 flood boats, and 11 helicopters.  Estimated costs to roads and bridges was $3 million, water and sewerage infrastructure $500,000.  The enormity of the recovery resulted in the Premier establishing a Government Task Force to coordinate the operation. Brigadier Philip McNamara was appointed the regional coordinator for the recovery, and was based in Coffs Harbour. The Insurance Council of Australia estimated the 2001 damage at $25 million, with the 2011 estimated normalised cost of $45 million.",2001-03-05,12/03/2001,-29.69111061,152.9332886,3000,250,0,0,25000000,0,0,0,0,0,New South Wales
271,Disaster Event,Cyclone,"Tropical Cyclone Hazel formed off the north-west Kimberley coast and reached maximum gusts of 137 km per hour at Carnarvon.  The cyclone caused an estimated $20 million worth of damage including $5 million to wharf and salt loading equipment at Cape Cuvier and $2 million to the banana crop in Carnarvon. A crew of 15 on a Taiwanese fishing boat was lost in heavy seas, 230 km north of Barrow Island. Considerable damage also occurred to buildings, trees, pasture and stock feed in the northern agricultural area especially around Geraldton.  The Insurance Council of Australia estimated the 1979 damage at $15 million, with the 2011 estimated normalised cost of $202 million.",1979-01-03,03/01/1979,-24.88456726,113.6291885,0,0,5,15,15000000,0,0,0,1,0,Western Australia
273,Disaster Event,Transport,"On 20 October 1989, an early morning collision occurred between a semi-trailer and a coach near Cowper on the Pacific Highway which resulted in the deaths of 21 people, with 22 people also sustaining injuries.  The semi-trailer veered onto the wrong side of the highway and although the coach driver tried to swerve to avoid a collision it was unsuccessful. The collision tore the driver's side of the bus off, which threw passengers across the highway. The semi-trailer careered on after the collision and jack-knifed into a ditch. The coach ran into a roadside ditch, which halted only metres from a river.",1989-10-20,20/10/1989,-29.56785774,153.0895081,0,0,22,21,0,0,0,0,0,0,New South Wales
280,Disaster Event,Hail,"On 16 December 1998, a severe storm crossed Brisbane suburbs causing extensive hail damage. The most affected suburbs were Clayfield, Windsor, Wilston, Albion, Northgate and Wavell Heights.  The Insurance Council of Australia estimated the 1998 damage at $76 million, with the 2011 estimated normalised&nbsp;cost of $254 million.",1998-12-16,16/12/1998,-27.41870308,153.0553284,0,0,0,0,76000000,0,0,0,0,0,Queensland
281,Disaster Event,Shipwreck,"The Sedco Helen was an 837 tonne steel twin motor vessel; one of the world's largest oil rig tenders. On 31 January 1970 it capsized in the Joseph Bonapart Gulf, approximately 150 nautical miles to the south-west of Darwin, after a buoy fouled the propeller and ripped a hole in the stern.  Five crewmen and four oil rig staff were trapped below deck and drowned; however the remaining 11 on board were rescued by the tug Rode Zee.  An inquiry found negligence contributed to the incident.",1970-01-31,31/01/1970,-12.76894569,129.2431641,0,0,0,9,0,0,0,0,1,0,Northern Territory
286,Disaster Event,Industrial,On 29 May 1991 three miners were killed when the roof of the Western Main Mine collapsed.,1991-05-29,29/05/1991,-33.46237946,145.5345154,0,0,0,3,0,0,0,0,0,0,New South Wales
290,Disaster Event,Urban Fire,"On 17 September 1989, a fire was deliberately lit at a hotel in Kings Cross Sydney. The fire was lit just before dawn in the entry foyer. Its location prevented residents from escaping and enabled it to spread quickly up the stairwell. Six people died from smoke inhalation and carbon monoxide poisoning, and another 18 were hospitalised. Approximately 50 people were rescued by firefighters or escaped uninjured by jumping from windows.",1989-09-17,17/09/1989,-33.87305069,151.2222137,0,0,18,6,0,0,0,1,0,0,New South Wales
296,Disaster Event,Transport,"A collision between a semi-trailer truck and a coach occurred on 1 November 1993, 2 km north of Wangaratta. The truck careered into the bus tearing away the top half of the drivers's side of the coach. The accident happened on a sweeping, undivided bend in the highway. The bus rolled over and slid down a 4 m embankment, coming to rest on its side in a lagoon. Nine people died and a further 35 were injured. Less than 12 months later, the much anticipated Wangaratta by-pass opened, significantly reducing the volume of traffic along this stretch of road.",1993-11-01,01/11/1993,-36.34154129,146.3813171,0,0,35,9,0,0,0,0,0,0,Victoria
299,Disaster Event,Criminal Act,"On Sunday 28 April 1996 at approximately 1 pm, a gunman used a military style weapon to kill 20 people in the Broad Arrow Cafe at the historic site of Port Arthur in Tasmania. The gunman then killed a further 15 people within Port Arthur and the nearby region and injured 21 others. He secured himself in a local guest house for a period while police attempted negotiations. The gunman then set fire to the building and later emerged, with burn injuries, to be taken into police custody. There was a significant coordinated multi-agency emergency response to the event including Tasmania Police, Tasmanian Ambulance Service, Tasmania Fire Service, State Emergency Service Tasmania and other agencies. Approximately 690 emergency service personnel were involved in the response. The Royal Hobart Hospital also activated emergency procedures to manage the large number of injured victims. Considerable recovery operations were undertaken to assist the thousands of people affected by the event. A large number of additional government and non-government agencies assisted operations. The economic impact of the massacre at Tasmania's most popular tourist attraction was substantial, including physical restoration of impacted sites, counselling and compensation, loss of tourism revenue and the flow on loss of jobs to the Tasman Peninsula.  &nbsp;",1996-04-28,28/04/1996,-43.13644409,147.8509064,0,0,21,35,0,0,0,0,0,0,Tasmania
300,Disaster Event,Transport,"On 16 December 1988, at approximately 1015 hours, a charter flight conducted by a Mitsubishi MU-2B-60 Marquis aircraft was en route from Leonora to Kalgoorlie via Leinster. The aircraft crashed on a property 55 km north-west of Leonora Airfield, Western Australia. The pilot and nine passengers were killed and the aircraft was destroyed by the impact and a subsequent fire.",1988-12-16,16/12/1988,-28.482423,120.984535,0,0,0,10,0,0,0,0,0,0,Western Australia
302,Disaster Event,Severe Storm,"A severe storm moved across the Blue Mountains and into Sydney, northern suburbs and beaches on the 20 November 1994 resulting in considerable damage. Trees were uprooted, houses and cars damaged, powerlines fell and some buildings collapsed. Thousands of houses lost power. Two injuries reportedly occurred during the storm and two people drowned on the Harbour in strong winds when their sailing skiff capsized. The storm moved into western Sydney and while the impact was not as severe as in the north, power was lost to thousands of homes and rail services were cut in some areas.  Property damage was also reported from rural areas including Narromine and Dubbo where wind gusts were recorded up to 139 km per hour.  The Insurance Council of Australia estimated the 1994 damage at $29 million, with the 2011 estimated normalised cost of $100 million.",1994-11-20,20/11/1994,-33.91601181,150.9922791,0,0,2,2,29000000,0,0,0,0,0,New South Wales
